accuracy,aupr_oos,auroc,calibration_embedding_sha256,checkpoint_sha256,dataset,f1_all,f1_k,f1_u,false_accept_rate,false_reject_rate,fpr95,id_recall,input_sample_order_hash,kir,known_recall,method,oos_f1,oos_precision,oos_recall,oos_rejection,oos_used_for_training,representation_mode,seed,split_validation,stage,test_embedding_sha256,test_used_for_selection,train_embedding_sha256,trainable_parameters,training_time_seconds,source_stage,metrics_path,representation,distance,boundary,supervision,protocol_version
0.8717532467532467,0.968786301571126,0.9256567604355717,89174d7f6c2a42642e0340052d648fb4ba1d52f58b7c995d0e338719ce940537,a59ebd5a8e4753eb9a6eaa43a2ce417e3d6a9bf9e48acf1aba14cebea36e1938,banking77,0.7691237472003842,0.7614204325444194,0.9154867256637168,0.10818965517241379,0.1723684210526316,0.2986842105263158,0.8276315789473684,7903ed596e2907b79cc722d9dde41dcf89305d434576571b08cf8ed155c4ff02,0.25,0.8276315789473684,trainable_k1,0.9154867256637168,0.9404545454545454,0.8918103448275863,0.8918103448275863,False,last2_minilm_plus_projection,13,"{'calibration_count': 242, 'calibration_sample_ids_sha256': '7056e9f0713226f6db8fe5f0ea7ec804a8296f186683ef6b46f73d61a16601f1', 'dataset': 'banking77', 'kir': 0.25, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 13, 'test_count': 3080, 'test_known_count': 760, 'test_oos_count': 2320, 'test_sample_ids_sha256': '7903ed596e2907b79cc722d9dde41dcf89305d434576571b08cf8ed155c4ff02', 'test_used_for_selection': False, 'train_count': 2177, 'train_sample_ids_sha256': '611ed7f2a81de84c9bb1564b20f74ecf6806669fb2655c26378cccbbe20ae77a'}",minilm_trainable_kir_sweep_v1/kir_0.25,0c2d9ade417a17a60fcb553e549e2d7e01cf7d2ccaf600c9e0c1f4784d5c03de,False,cbfdde83fa73be1d29becb97f71533bfa13e1232f9b6f9cf129d384d528c7062,3746944,9.169151306152344,minilm_trainable_kir_sweep_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/banking77/seed_13/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.8801948051948052,0.96790581565507,0.9272203947368423,16cdac79b60375134d246db51ed6091b6d996a6c6b4f3d25d70ec3fa3446c804,785f4453412898f373ce6ac9273da6ef2a97fad9143abf653f4fc76e36a30cfe,banking77,0.7939882940487182,0.7874023685186046,0.9191208791208791,0.09870689655172414,0.18289473684210528,0.2631578947368421,0.8171052631578948,f6d2fc6e4baaba4e85eed5e576b0b653dc0916816133001d202078519abd2cbd,0.25,0.8171052631578948,trainable_k1,0.9191208791208791,0.9376681614349776,0.9012931034482758,0.9012931034482758,False,last2_minilm_plus_projection,42,"{'calibration_count': 253, 'calibration_sample_ids_sha256': 'e1150e7f889fe8581a005992f23556a297ff74eb87ed92f6dfc3b2c9fe01e033', 'dataset': 'banking77', 'kir': 0.25, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 42, 'test_count': 3080, 'test_known_count': 760, 'test_oos_count': 2320, 'test_sample_ids_sha256': 'f6d2fc6e4baaba4e85eed5e576b0b653dc0916816133001d202078519abd2cbd', 'test_used_for_selection': False, 'train_count': 2290, 'train_sample_ids_sha256': '9dbe4e6b13687e4983346f7138f6cd1b3a9888cfb1915696199ecfc48ebad3cd'}",minilm_trainable_kir_sweep_v1/kir_0.25,cf19ced1cbe245a287cfaeaff6c2f32644349fa3a3273da7ba31a5b7621ef775,False,cd8281d903faecb745b50e90d3dfdc23d098c92424904c9d024a8afcb661efa4,3746944,8.928512334823608,minilm_trainable_kir_sweep_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/banking77/seed_42/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.8954545454545455,0.9722067940438386,0.9331040154264973,50e903bf2a8e572669f826c3407f8690f9802f1e627aa8c212813988c65a59a6,585b30238339bb9eb13f0546b4525c774b3b507a246d69b1b863cc8de44cc10c,banking77,0.8149099652712799,0.8088265307304798,0.9304952215464813,0.07672413793103448,0.1868421052631579,0.24473684210526317,0.8131578947368421,af844565d3f0ce66016c398c5520863c27c97e52b027da55a6b5c2d12cf52e23,0.25,0.8131578947368421,trainable_k1,0.9304952215464813,0.9378283712784589,0.9232758620689655,0.9232758620689655,False,last2_minilm_plus_projection,87,"{'calibration_count': 265, 'calibration_sample_ids_sha256': '64604e0f1adf9f350d69adec19e88839faf9c8a3f1c1ff0f5cb6a8fa109f2396', 'dataset': 'banking77', 'kir': 0.25, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 87, 'test_count': 3080, 'test_known_count': 760, 'test_oos_count': 2320, 'test_sample_ids_sha256': 'af844565d3f0ce66016c398c5520863c27c97e52b027da55a6b5c2d12cf52e23', 'test_used_for_selection': False, 'train_count': 2394, 'train_sample_ids_sha256': '8bf773cb3df524ebb90092367b60b6029197fdea20aa7c5c644b17484af7da52'}",minilm_trainable_kir_sweep_v1/kir_0.25,3a2702e97c41bee8d041cd710cd5b4eae991d8dded2bf6252b521370b957ea44,False,6bb3432aadbc4e7a188788c6e78157e35765b6e990cda141bf71937740b264ea,3746944,8.979233264923096,minilm_trainable_kir_sweep_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.25/runs/banking77/seed_87/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.8918831168831168,0.9694606522842194,0.9305064655172413,82cd91d95d033fd1cc160830a5576c8002dc1b349d938add5c6d948a60c06520,b009b6ef42d8fedf801c296682ec72a4944b88ba7ccf1861c0a43b6e5621d0b9,banking77,0.7976710049892831,0.7906632889327773,0.9308176100628931,0.075,0.19078947368421054,0.2868421052631579,0.8092105263157895,3cfd2a03d5f028bc4fff8583d49fa6bc61715b5d7ed4badb9ad022bf59731862,0.25,0.8092105263157895,trainable_k1,0.9308176100628931,0.9367088607594937,0.925,0.925,False,last2_minilm_plus_projection,100,"{'calibration_count': 248, 'calibration_sample_ids_sha256': '28ab530c628c534c61c644e07aacca23deb0a71842b6462a9969a0cbf8d035fc', 'dataset': 'banking77', 'kir': 0.25, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 100, 'test_count': 3080, 'test_known_count': 760, 'test_oos_count': 2320, 'test_sample_ids_sha256': '3cfd2a03d5f028bc4fff8583d49fa6bc61715b5d7ed4badb9ad022bf59731862', 'test_used_for_selection': False, 'train_count': 2221, 'train_sample_ids_sha256': '65a3055ca57a77f44e902938b9e2b3361d9fb810bd7bf734e29930399c80bc31'}",minilm_trainable_kir_sweep_extension_v1/kir_0.25,52dd2792e237fa060f76a5079c4c705392c368f92135679312d984d56b7f2b4a,False,d176a2349af61818fef105920f03446c6b8d8ae3032f0dd240934009b07699f4,3746944,8.631697416305542,minilm_trainable_kir_sweep_extension_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.25/runs/banking77/seed_100/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.837012987012987,0.9567111504764729,0.8983904264972776,763816ecbb783507950c76fd65dfca4d6ea82ad0f23e2464cc5870d7eb25f52b,3b11ca5cf50a63db4af0450b24fa94d6cf2de2ebf4e8e7033f203f601e872f50,banking77,0.7498148479796339,0.7426066270278735,0.8867710460630814,0.15775862068965518,0.175,0.40789473684210525,0.825,621232736fb039df977ae34d290585b503217a8239a671a9e69a18c1f26c0ba0,0.25,0.825,trainable_k1,0.8867710460630814,0.9362721609966459,0.8422413793103448,0.8422413793103448,False,last2_minilm_plus_projection,123,"{'calibration_count': 250, 'calibration_sample_ids_sha256': 'd2128b2692473f6040ae00043d59772f1ce4b3c4d0e051ca7a38046a4cd2bef6', 'dataset': 'banking77', 'kir': 0.25, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 123, 'test_count': 3080, 'test_known_count': 760, 'test_oos_count': 2320, 'test_sample_ids_sha256': '621232736fb039df977ae34d290585b503217a8239a671a9e69a18c1f26c0ba0', 'test_used_for_selection': False, 'train_count': 2243, 'train_sample_ids_sha256': '1a985be0a3c7d154dc291a9ad3891193b2e77883d47e33f8a54b3c4f58badbfd'}",minilm_trainable_kir_sweep_extension_v1/kir_0.25,a9069c301002f560203b0a29a4456692157b5dc28a8b4e03966d94105aa3c31c,False,b00bc41482ce6a0a5e888af77212e2c40244ec3c0c8b259d2c71b9389cca6154,3746944,9.068476438522339,minilm_trainable_kir_sweep_extension_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.25/runs/banking77/seed_123/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.8314935064935065,0.8997160473749267,0.911104504048583,bb54af0688b34a7fb91a789119d12de77161fcc6e6fee92311d1981cdc01def4,bff191707643a9e619fd805f80752fbbda5e427b8ab9a26484f019edcaef720d,banking77,0.8199086432567366,0.819216709280921,0.8462021343377275,0.1358974358974359,0.18289473684210528,0.325,0.8171052631578948,e1bd681af3de63e9038614f8dbf5a7c9cf0f609daa7f7cedd6008c12df5f79f3,0.5,0.8171052631578948,trainable_k1,0.8462021343377275,0.8290282902829028,0.8641025641025641,0.8641025641025641,False,last2_minilm_plus_projection,13,"{'calibration_count': 494, 'calibration_sample_ids_sha256': '7e9f8a006e6987233e126938289385afb22a3f4d51d029c37d7f4df71748092d', 'dataset': 'banking77', 'kir': 0.5, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 13, 'test_count': 3080, 'test_known_count': 1520, 'test_oos_count': 1560, 'test_sample_ids_sha256': 'e1bd681af3de63e9038614f8dbf5a7c9cf0f609daa7f7cedd6008c12df5f79f3', 'test_used_for_selection': False, 'train_count': 4436, 'train_sample_ids_sha256': '9a70211ac673282d36e26f9e0a7ede421ea15e31c4ff5288ace1658081b947ea'}",minilm_trainable_kir_sweep_v1/kir_0.50,ac5565547e6b9aa56aef6bb2d107355b6f450949fdfb97ab7bed047368135ff2,False,799bd77a75fb9ca8bf207d9c74c6ae71cfb2ee23d098df87d7036592fbc30634,3746944,17.42287540435791,minilm_trainable_kir_sweep_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_13/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.824025974025974,0.8851886213770147,0.9006448211875844,59e5762f492bc95f7f3426e4a537e861682d2b71554bc4eb52fe518f32bfbeb1,9966d4dd80e8973aca5ae3e3449c3d6304ac4ba94f736c109deab3edd51ed409,banking77,0.8168639763258652,0.8162172308812371,0.8414403032217309,0.14615384615384616,0.18026315789473685,0.35460526315789476,0.8197368421052631,b61c5e2bfb07dd947297d03c696201360641779efcacbd3143584ed15086949b,0.5,0.8197368421052631,trainable_k1,0.8414403032217309,0.8293897882938979,0.8538461538461538,0.8538461538461538,False,last2_minilm_plus_projection,42,"{'calibration_count': 495, 'calibration_sample_ids_sha256': 'd98919d5b02f4003b740ee83d1d7ea576778049810926cc1ec0f449c8a20f300', 'dataset': 'banking77', 'kir': 0.5, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 42, 'test_count': 3080, 'test_known_count': 1520, 'test_oos_count': 1560, 'test_sample_ids_sha256': 'b61c5e2bfb07dd947297d03c696201360641779efcacbd3143584ed15086949b', 'test_used_for_selection': False, 'train_count': 4482, 'train_sample_ids_sha256': '72f467b1358e454fe7d59be2d1daf76e366eabcc0cf2a6a04a222620d5f054c0'}",minilm_trainable_kir_sweep_v1/kir_0.50,b61d69233778c680a93fa52e734bef576c35afae7951d27921d41305e0582a79,False,8dee0e7656c99a32aa56b5d3ddfb72fcef623b21d7647da9d67f7c55c1e1069d,3746944,16.20440101623535,minilm_trainable_kir_sweep_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_42/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.839935064935065,0.8918112259260201,0.9123578778677464,ddb6ae6b2e196962b21e2674fa462ce25e5124f474a1f6679dc5ae3df804e956,a8f59401e6206d70357440ed06dfa9f5b1f213fc549a15051fc4df0e99921363,banking77,0.8324583407388371,0.8318533492455537,0.8554480174836091,0.12179487179487179,0.17960526315789474,0.2881578947368421,0.8203947368421053,c5cc6e33cd9826a911f968acd1805d581729eb91e761213e30ea7400c0a16d96,0.5,0.8203947368421053,trainable_k1,0.8554480174836091,0.8338405356055996,0.8782051282051282,0.8782051282051282,False,last2_minilm_plus_projection,87,"{'calibration_count': 492, 'calibration_sample_ids_sha256': '4e642faf7d8304230cd548b39b52a89489bf9dab182d7e0568be1f8b777933a3', 'dataset': 'banking77', 'kir': 0.5, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 87, 'test_count': 3080, 'test_known_count': 1520, 'test_oos_count': 1560, 'test_sample_ids_sha256': 'c5cc6e33cd9826a911f968acd1805d581729eb91e761213e30ea7400c0a16d96', 'test_used_for_selection': False, 'train_count': 4448, 'train_sample_ids_sha256': '269270af7290c5c79dc99607595fb735fffa6b817f0939f508ca8ab66f24abd4'}",minilm_trainable_kir_sweep_v1/kir_0.50,d16249831cba5d649fc2bfe60d2bda5b62facea1a5264aaaf762d20012cc96e1,False,f3506d44d247d7485438c993836febe9b9bcc3e09210e942dca598202feab85f,3746944,17.63998317718506,minilm_trainable_kir_sweep_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_v1/kir_0.50/runs/banking77/seed_87/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.8107142857142857,0.8847468854188911,0.8979318488529016,16f95ab158601c92eec5bf851b65c256457f5f039a9c1c6927952fc548b12762,3fbb27cf4302ac0ad180e18a0c1750612250cf81a9c265dc34a6d1be6f8798c9,banking77,0.8064088330915219,0.8058946619987237,0.8259473346178549,0.17564102564102563,0.1763157894736842,0.4131578947368421,0.8236842105263158,1db85c4da03f1656262e2c4f7b72be7562b7a2ced91c14bd23bfdae460481a1f,0.5,0.8236842105263158,trainable_k1,0.8259473346178549,0.8275418275418276,0.8243589743589743,0.8243589743589743,False,last2_minilm_plus_projection,100,"{'calibration_count': 494, 'calibration_sample_ids_sha256': 'b51176470c3114eb3421db2e1eeea62db319764e160bd6b89fe1e51c7f031170', 'dataset': 'banking77', 'kir': 0.5, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 100, 'test_count': 3080, 'test_known_count': 1520, 'test_oos_count': 1560, 'test_sample_ids_sha256': '1db85c4da03f1656262e2c4f7b72be7562b7a2ced91c14bd23bfdae460481a1f', 'test_used_for_selection': False, 'train_count': 4445, 'train_sample_ids_sha256': 'fa42de81d53fea1740afabf0f4e66b30c0076041b55982e9fe063aebbc526720'}",minilm_trainable_kir_sweep_extension_v1/kir_0.50,b283f9224c9525cdf5e1dd37630eb80aa774649ba0cf3029cb9f7e9559bea299,False,40b98f931f74daa49cf133da5636663e867bd951e232e5827791bca6275066d4,3746944,16.216049432754517,minilm_trainable_kir_sweep_extension_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_100/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
0.8022727272727272,0.8700534389761899,0.8850476551956815,8981e91d6f3ae4589055d2a2bbd71d12e4384dd97febe5a9d8ea7e2be8ca4885,cb6cbd41d36ce2c3a3556668b016ac62121968b64626d95c79365d1f51c4a14c,banking77,0.8080381054482829,0.8080084423605449,0.809165302782324,0.2076923076923077,0.17039473684210527,0.44013157894736843,0.8296052631578947,04caf050fae3c5aff286c785022103751d7ceff7265436876635fcac4dde0cd6,0.5,0.8296052631578947,trainable_k1,0.809165302782324,0.8267558528428094,0.7923076923076923,0.7923076923076923,False,last2_minilm_plus_projection,123,"{'calibration_count': 482, 'calibration_sample_ids_sha256': '25ac9988e764edd8c82efd3725b74808dccc2b371f1b51f6bba08964fac85e01', 'dataset': 'banking77', 'kir': 0.5, 'oos_used_for_training': False, 'overlap_counts': {'calibration_test': 0, 'train_calibration': 0, 'train_test': 0}, 'seed': 123, 'test_count': 3080, 'test_known_count': 1520, 'test_oos_count': 1560, 'test_sample_ids_sha256': '04caf050fae3c5aff286c785022103751d7ceff7265436876635fcac4dde0cd6', 'test_used_for_selection': False, 'train_count': 4351, 'train_sample_ids_sha256': '02c944c874268924e4aba065107abcbdf6c8a4628139b590572ae436a96474ba'}",minilm_trainable_kir_sweep_extension_v1/kir_0.50,17831cfb72b39205cd38429c4e95a4be24ec5994a05122f62d6fdd171a31b885,False,d19715d5981b988d0428e6bcff71e639bd4ef1825625bfc25ae970c93d42eb5c,3746944,15.460662364959717,minilm_trainable_kir_sweep_extension_v1,artifacts/s2c/runs/protocol_v2_textoir_v1/minilm_trainable_kir_sweep_extension_v1/kir_0.50/runs/banking77/seed_123/metrics.json,last2_minilm_plus_projection,mahalanobis_diag,mean_std,known_only_train_and_calibration,protocol_v2_textoir_v1
