dataset,configuration_type,k,radius_lambda,threshold,acceptance_mode,seed_count,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,known_macro_f1_mean,known_macro_f1_std,overall_accuracy_mean,overall_accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,router_error_rate_mean,router_error_rate_std,expert_error_rate_mean,expert_error_rate_std,paper_oos_f1,delta_oos_f1_pp,beats_paper_oos_f1_mean
banking77_oos,all_test_candidates,1,0.25,1.0,nearest_sphere,3,0.917618486848366,0.00039756959529755904,0.6706453115899444,0.01097420742034629,0.72352570718359,0.01607764133890943,0.8587418300653594,0.0011021844414405664,0.6573333333333333,0.016357125528513743,0.0579004329004329,0.004990104711427922,0.3426666666666667,0.01635712552851372,0.0,0.0,0.08430665388609314,0.009250991093496506,88.23,3.5318486848365893,True
banking77_oos,all_test_candidates,1,0.25,1.0,normalized_union,3,0.917618486848366,0.00039756959529755904,0.6706453115899444,0.01097420742034629,0.72352570718359,0.01607764133890943,0.8587418300653594,0.0011021844414405664,0.6573333333333333,0.016357125528513743,0.0579004329004329,0.004990104711427922,0.3426666666666667,0.01635712552851372,0.0,0.0,0.08430665388609314,0.009250991093496506,88.23,3.5318486848365893,True
banking77_oos,all_test_candidates,1,0.5,0.95,nearest_sphere,3,0.9172898503191931,0.0008002913662402369,0.6653268972327404,0.008070879196022354,0.7131473788155972,0.011105364401431126,0.8584967320261438,0.0016175645321261246,0.6393333333333334,0.011145502331533668,0.05357142857142857,0.004011634846937366,0.36066666666666664,0.011145502331533668,0.0,0.0,0.08089566358080523,0.005904031443504838,88.23,3.498985031919304,True
banking77_oos,all_test_candidates,1,0.5,0.95,normalized_union,3,0.9172811398384796,0.0008057266514517307,0.6652054711840695,0.008225323733186058,0.7129883144881117,0.011275442954945251,0.8584150326797385,0.001725384974014975,0.6396666666666667,0.010873004286866737,0.05367965367965368,0.003970548988710852,0.36033333333333334,0.010873004286866737,0.0,0.0,0.08137696897494738,0.006558602135021081,88.23,3.498113983847958,True
banking77_oos,all_test_candidates,2,1.25,0.85,normalized_union,3,0.9160796297964128,0.0024950368521170475,0.6583208060800325,0.013609484907876555,0.7099455542162657,0.015446051095488885,0.8561274509803921,0.00381807890377386,0.6423333333333333,0.015923427883328265,0.05670995670995671,0.002463161618342218,0.35766666666666663,0.01592342788332824,0.0,0.0,0.0851738334314308,0.009519823997239824,88.23,3.377962979641268,True
banking77_oos,all_test_candidates,2,1.25,0.85,nearest_sphere,3,0.9160699942741716,0.0020047654977822914,0.6571033744505603,0.012318548704077267,0.707578547952759,0.014500311115064977,0.8561274509803921,0.0032019473761871944,0.6383333333333333,0.0135728487143349,0.05562770562770563,0.002405423243603125,0.36166666666666664,0.013572848714334899,0.0,0.0,0.08468045231574399,0.009514701796245112,88.23,3.3769994274171466,True
banking77_oos,all_test_candidates,1,0.75,0.9,nearest_sphere,3,0.915601537043961,0.0023978261518506788,0.6538516729235312,0.013312123467271177,0.6953014154931608,0.017032391104333744,0.8565359477124184,0.003525400165096666,0.6086666666666667,0.01488474237451075,0.04837662337662338,0.0051198598149415015,0.3913333333333333,0.014884742374510726,0.0,0.0,0.07411980573402725,0.009436567641009076,88.23,3.3301537043960963,True
banking77_oos,all_test_candidates,1,0.75,0.9,normalized_union,3,0.9155840624515456,0.002435024438933998,0.653583913260928,0.013472031132044218,0.6949962896111631,0.017027859059286478,0.8563725490196079,0.003738582087793345,0.6093333333333333,0.014817407180595259,0.0485930735930736,0.005073899640576207,0.39066666666666666,0.014817407180595234,0.0,0.0,0.07513884214118972,0.009159659110906928,88.23,3.3284062451545537,True
banking77_oos,all_test_candidates,1,1.0,0.9,nearest_sphere,3,0.9155721476217726,0.0012222441299071967,0.6746110465729789,0.012957588185790103,0.7381141857594731,0.016659677908968516,0.8561274509803921,0.0028017039541637554,0.6826666666666666,0.016779617264870927,0.06872294372294373,0.004446458568003062,0.3173333333333333,0.016779617264870976,0.0,0.0,0.08514253680585632,0.007547526554332476,88.23,3.327214762177263,True
banking77_oos,all_test_candidates,1,1.0,0.9,normalized_union,3,0.9154377896326392,0.0010024629429780595,0.674293729236373,0.012393063416807371,0.7382908883877887,0.016448342664390908,0.8558823529411764,0.002459136755439928,0.6833333333333332,0.016006942938057257,0.06915584415584415,0.004591602475237323,0.31666666666666665,0.016006942938057305,0.0,0.0,0.08554852916231308,0.008081911704044473,88.23,3.313778963263914,True
