dataset,configuration_type,k,radius_lambda,threshold,acceptance_mode,seed_count,oos_f1_mean,oos_f1_std,f1_all_mean,f1_all_std,known_macro_f1_mean,known_macro_f1_std,overall_accuracy_mean,overall_accuracy_std,known_recall_mean,known_recall_std,false_accept_rate_mean,false_accept_rate_std,false_reject_rate_mean,false_reject_rate_std,router_error_rate_mean,router_error_rate_std,expert_error_rate_mean,expert_error_rate_std,paper_oos_f1,delta_oos_f1_pp,beats_paper_oos_f1_mean
banking77_oos,all_test_candidates,1,0.5,0.95,nearest_sphere,3,0.9172898503191931,0.0008002913662402369,0.6649178707802887,0.007670971194508568,0.712705161991278,0.010563805813842132,0.8584150326797385,0.0016051374758487714,0.6393333333333334,0.011145502331533668,0.05357142857142857,0.004011634846937366,0.36066666666666664,0.011145502331533668,0.0,0.0,0.08140456943322254,0.005401911082558087,88.23,3.498985031919304,True
banking77_oos,all_test_candidates,1,0.5,0.95,normalized_union,3,0.9172811398384796,0.0008057266514517307,0.6647964447316178,0.007828373464532879,0.7125460976637926,0.010736810710021054,0.8583333333333333,0.0017098406484033328,0.6396666666666667,0.010873004286866737,0.05367965367965368,0.003970548988710852,0.36033333333333334,0.010873004286866737,0.0,0.0,0.08188587482736469,0.0060702915712274675,88.23,3.498113983847958,True
banking77_oos,all_test_candidates,2,1.25,0.85,normalized_union,3,0.9160796297964128,0.0024950368521170475,0.6585197760957738,0.012851582792210204,0.7102064450900429,0.014360955118620664,0.8562091503267973,0.003756393442017232,0.6423333333333333,0.015923427883328265,0.05670995670995671,0.002463161618342218,0.35766666666666663,0.01592342788332824,0.0,0.0,0.0846389365049705,0.007596953736178892,88.23,3.377962979641268,True
banking77_oos,all_test_candidates,2,1.25,0.85,nearest_sphere,3,0.9160699942741716,0.0020047654977822914,0.6572973317119136,0.011436015031973624,0.7078321412660734,0.013295607985242031,0.8562091503267973,0.003115306530218597,0.6383333333333333,0.0135728487143349,0.05562770562770563,0.002405423243603125,0.36166666666666664,0.013572848714334899,0.0,0.0,0.08414036436769468,0.007570907097521536,88.23,3.3769994274171466,True
banking77_oos,all_test_candidates,1,0.75,0.9,nearest_sphere,3,0.915601537043961,0.0023978261518506788,0.6534156623357972,0.012939308407737143,0.6948329660884638,0.016491442614636156,0.856454248366013,0.003514021759412868,0.6086666666666667,0.01488474237451075,0.04837662337662338,0.0051198598149415015,0.3913333333333333,0.014884742374510726,0.0,0.0,0.07465313906736058,0.008683887663326034,88.23,3.3301537043960963,True
banking77_oos,all_test_candidates,1,0.75,0.9,normalized_union,3,0.9155840624515456,0.002435024438933998,0.653147902673194,0.013103948305875756,0.6945278402064661,0.01649060124589874,0.8562908496732026,0.0037242716732161993,0.6093333333333333,0.014817407180595259,0.0485930735930736,0.005073899640576207,0.39066666666666666,0.014817407180595234,0.0,0.0,0.07567132350434201,0.008413909896512818,88.23,3.3284062451545537,True
banking77_oos,all_test_candidates,1,1.0,0.9,nearest_sphere,3,0.9155721476217726,0.0012222441299071967,0.6745281848854114,0.012178914434477424,0.7380369279656597,0.015725614046374185,0.8561274509803921,0.0026473613964084304,0.6826666666666666,0.016779617264870927,0.06872294372294373,0.004446458568003062,0.3173333333333333,0.016779617264870976,0.0,0.0,0.0851132564456936,0.006361598169498079,88.23,3.327214762177263,True
banking77_oos,all_test_candidates,1,1.0,0.9,normalized_union,3,0.9154377896326392,0.0010024629429780595,0.6742108675488053,0.011611262200989896,0.7382136305939752,0.01551412611844535,0.8558823529411764,0.0023079161587950137,0.6833333333333332,0.016006942938057257,0.06915584415584415,0.004591602475237323,0.31666666666666665,0.016006942938057305,0.0,0.0,0.08552076087796584,0.006902825468033179,88.23,3.313778963263914,True
banking77_oos,all_test_candidates,2,0.75,0.9,normalized_union,3,0.9154117515184131,0.001991625634345759,0.6424666760831882,0.01115983569757691,0.6826585967785476,0.0139278666490079,0.8548202614379085,0.0029161059309762557,0.601,0.013638181696985868,0.04664502164502165,0.003530196197034653,0.399,0.013638181696985848,0.0,0.0,0.08273263855651332,0.00723295423264001,88.23,3.3111751518413115,True
banking77_oos,all_test_candidates,1,0.75,0.95,nearest_sphere,3,0.9153659800561821,0.00044371511088991614,0.6837153844288438,0.01557492964215878,0.7580964602976087,0.0208708710138255,0.8559640522875817,0.002336658438901151,0.7159999999999999,0.022686266036231424,0.07824675324675325,0.005509922970284788,0.28400000000000003,0.0226862660362314,0.0,0.0,0.08773564290728177,0.009897963144317292,88.23,3.3065980056181985,True
